grid_lat,grid_lon,norm_demand,norm_competitor,norm_risk,total_score,cluster,dist_to_center_km,zone_type,annual_opex,est_cars_per_day,year_1_revenue,payback_years,is_viable,is_flood_safe,is_golden
13.5805,100.607,0.4217985088395452,0.0,0.0,0.1687194035358181,0,21.806496313496332,URBAN,120000.0,23.0,629625.0,2.78,True,True,True
13.5805,100.6121,0.4608476135312322,0.0,0.0,0.1843390454124929,0,22.00015846724499,URBAN,120000.0,24.0,657000.0,2.65,True,True,True
13.5805,100.6172,0.2842914626163209,0.0,0.0,0.11371658504652836,0,22.205808189524216,URBAN,120000.0,19.0,520125.0,3.46,True,True,True
13.5805,100.6223,0.2842914626163209,0.0,0.0,0.11371658504652836,0,22.423115657142557,URBAN,120000.0,19.0,520125.0,3.46,True,True,True
13.5805,100.6427,0.27866454611013,0.0,0.0,0.111465818444052,0,23.40216754811403,URBAN,120000.0,18.0,492750.0,3.68,True,True,True
13.5805,100.6478,0.27866454611013,0.0,0.0,0.111465818444052,0,23.672682834607883,URBAN,120000.0,18.0,492750.0,3.68,True,True,True
13.5805,100.6529,0.2484447859943923,0.0,0.0,0.09937791439775692,0,23.952820978877007,URBAN,120000.0,17.0,465375.0,3.94,True,True,True
13.5805,100.7702,0.25134504695412446,0.0,0.0,0.1005380187816498,0,32.37590435385107,URBAN,120000.0,18.0,492750.0,3.68,True,True,True
13.5805,100.7753,0.2969675683023514,0.0,0.0,0.11878702732094056,0,32.80419161680351,URBAN,120000.0,19.0,520125.0,3.46,True,True,True
13.5805,100.7804,0.2969675683023514,0.0,0.0,0.11878702732094056,0,33.23609552774636,URBAN,120000.0,19.0,520125.0,3.46,True,True,True
13.5805,100.7855,0.7848722632269418,0.0,0.0,0.31394890529077674,0,33.671476914598145,URBAN,120000.0,34.0,930750.0,1.8,True,True,True
13.5805,100.7906,0.7848722632269418,0.0,0.0,0.31394890529077674,0,34.11020261851382,URBAN,120000.0,34.0,930750.0,1.8,True,True,True
13.5805,100.7957,0.6552073419095831,0.0,0.0,0.26208293676383326,0,34.5521452458138,URBAN,120000.0,30.0,821250.0,2.07,True,True,True
13.5805,100.8059,0.23568663144626864,0.0,0.0,0.09427465257850746,0,35.44519908171624,URBAN,120000.0,17.0,465375.0,3.94,True,True,True
13.585,100.3265,0.28317922930838574,0.0,0.0,0.1132716917233543,2,30.39426748224194,URBAN,120000.0,18.0,492750.0,3.68,True,True,True
13.585,100.3316,0.28317922930838574,0.0,0.0,0.1132716917233543,2,29.98160622981891,URBAN,120000.0,18.0,492750.0,3.68,True,True,True
13.585,100.5968,0.28423643998414017,0.0,0.0,0.11369457599365607,0,20.978738390475975,URBAN,120000.0,19.0,520125.0,3.46,True,True,True
13.585,100.6019,0.4429528675855548,0.0,0.0,0.17718114703422194,0,21.15127678646718,URBAN,120000.0,23.0,629625.0,2.78,True,True,True
13.585,100.607,0.4429528675855548,0.0,0.0,0.17718114703422194,0,21.336653838573817,URBAN,120000.0,23.0,629625.0,2.78,True,True,True
13.585,100.6121,0.42998618141934775,0.0,0.0,0.17199447256773912,0,21.534537990145395,URBAN,120000.0,23.0,629625.0,2.78,True,True,True
13.585,100.6529,0.23763404455652368,0.0,0.0,0.09505361782260947,0,23.52584273832485,URBAN,120000.0,17.0,465375.0,3.94,True,True,True
13.585,100.658,0.23763404455652368,0.0,0.0,0.09505361782260947,0,23.820453072527044,URBAN,120000.0,17.0,465375.0,3.94,True,True,True
13.585,100.6631,0.3538502149236679,0.0,0.0,0.14154008596946718,0,24.124053031192258,URBAN,120000.0,21.0,574875.0,3.09,True,True,True
13.585,100.7702,0.32345355080864696,0.0,0.0,0.12938142032345878,0,32.06115693094798,URBAN,120000.0,20.0,547500.0,3.26,True,True,True
13.585,100.7753,0.35257028039422483,0.0,0.0,0.14102811215768993,0,32.4935848532134,URBAN,120000.0,21.0,574875.0,3.09,True,True,True
13.585,100.7804,0.35257028039422483,0.0,0.0,0.14102811215768993,0,32.92955467801456,URBAN,120000.0,21.0,574875.0,3.09,True,True,True
13.585,100.7855,0.44376357132529753,0.0,0.0,0.17750542853011902,0,33.368927579202165,URBAN,120000.0,23.0,629625.0,2.78,True,True,True
